Rank,Program,Location,Specialty,SourceFile,city,state_id,lat,lng,population,density,Year,School,geographic US location
8.0,University of Pennsylvania Health System,"Philadelphia, PA",Anesthesiology,UPenn_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,2024.0,UPenn,Middle Atlantic
8.0,University of Pennsylvania Health System,"Philadelphia, PA",Anesthesiology,UPenn_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,2024.0,UPenn,Middle Atlantic
8.0,University of Pennsylvania Health System,"Philadelphia, PA",Anesthesiology,UPenn_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,2024.0,UPenn,Middle Atlantic
20.0,New York Presbyterian Hospital (Cornell Campus),"New York, NY",Anesthesiology,UPenn_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,2024.0,UPenn,Middle Atlantic
24.0,Beth Israel Deaconess Medical Center,"Boston, MA",Anesthesiology,UPenn_match_list.csv,Boston,MA,42.3188,-71.0852,4355184.0,5303.3,2024.0,UPenn,New England
111.0,Brown University/Rhode Island Hospital-Lifespan,"Providence, RI",Anesthesiology,UPenn_match_list.csv,Providence,RI,41.823,-71.4187,1270529.0,3990.1,2024.0,UPenn,New England
18.0,Mass General Brigham/Massachusetts General Hospital,"Boston, MA",Child Neurology,UPenn_match_list.csv,Boston,MA,42.3188,-71.0852,4355184.0,5303.3,2024.0,UPenn,New England
1.0,University of Pennsylvania Health System,"Philadelphia, PA",Dermatology,UPenn_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,2024.0,UPenn,Middle Atlantic
1.0,University of Pennsylvania Health System,"Philadelphia, PA",Dermatology,UPenn_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,2024.0,UPenn,Middle Atlantic
1.0,University of Pennsylvania Health System,"Philadelphia, PA",Dermatology,UPenn_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,2024.0,UPenn,Middle Atlantic
2.0,University of California (San Francisco),"San Francisco, CA",Dermatology,UPenn_match_list.csv,San Francisco,CA,37.7558,-122.4449,3364862.0,6914.5,2024.0,UPenn,Pacific West
3.0,Mass General Brigham/Massachusetts General Hospital/Beth Israel Deaconess Medical Center/Brigham and Women's Hosp,"Boston, MA",Dermatology,UPenn_match_list.csv,Boston,MA,42.3188,-71.0852,4355184.0,5303.3,2024.0,UPenn,New England
12.0,University of Miami/Jackson Health System,"Miami, FL",Dermatology,UPenn_match_list.csv,Miami,FL,25.784,-80.2101,6113982.0,4791.1,2024.0,UPenn,South Atlantic
18.0,Duke University Hospital,"Durham, NC",Dermatology,UPenn_match_list.csv,Durham,NC,35.9792,-78.9022,411362.0,953.9,2024.0,UPenn,South Atlantic
33.0,University of Washington,"Seattle, WA",Dermatology,UPenn_match_list.csv,Seattle,WA,47.6211,-122.3244,3555253.0,3408.0,2024.0,UPenn,Pacific West
34.0,Montefiore Medical Center/Albert Einstein College of Medicine,"Bronx, NY",Dermatology,UPenn_match_list.csv,Bronx,NY,40.8501,-73.8662,1472654.0,13356.3,2024.0,UPenn,Middle Atlantic
35.0,Johns Hopkins University,"Baltimore, MD",Dermatology,UPenn_match_list.csv,Baltimore,MD,39.3051,-76.6144,2189589.0,2753.1,2024.0,UPenn,South Atlantic
70.0,University of Rochester,"Rochester, NY",Dermatology,UPenn_match_list.csv,Rochester,NY,43.168,-77.6162,694707.0,2264.3,2024.0,UPenn,Middle Atlantic
1.0,University of California (San Francisco),"San Francisco, CA",Diagnostic Radiology,UPenn_match_list.csv,San Francisco,CA,37.7558,-122.4449,3364862.0,6914.5,2024.0,UPenn,Pacific West
2.0,Mass General Brigham/Massachusetts General Hospital/Harvard Medical School,"Boston, MA",Diagnostic Radiology,UPenn_match_list.csv,Boston,MA,42.3188,-71.0852,4355184.0,5303.3,2024.0,UPenn,New England
5.0,University of Pennsylvania Health System,"Philadelphia, PA",Diagnostic Radiology,UPenn_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,2024.0,UPenn,Middle Atlantic
5.0,University of Pennsylvania Health System,"Philadelphia, PA",Diagnostic Radiology,UPenn_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,2024.0,UPenn,Middle Atlantic
5.0,University of Pennsylvania Health System,"Philadelphia, PA",Diagnostic Radiology,UPenn_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,2024.0,UPenn,Middle Atlantic
16.0,McGaw Medical Center of Northwestern University,"Chicago, IL",Diagnostic Radiology,UPenn_match_list.csv,Chicago,IL,41.8375,-87.6866,8489066.0,4590.3,2024.0,UPenn,East North Central
3.0,University of Cincinnati Medical Center/College of Medicine,"Cincinnati, OH",Emergency Medicine,UPenn_match_list.csv,Cincinnati,OH,39.1413,-84.506,1704916.0,1534.2,2024.0,UPenn,East North Central
5.0,Los Angeles County-Harbor-UCLA Medical Center,"Torrance, CA",Emergency Medicine,UPenn_match_list.csv,Torrance,CA,33.8346,-118.3416,143499.0,2700.6,2024.0,UPenn,Pacific West
8.0,Cook County Health and Hospitals System,"Chicago, IL",Emergency Medicine,UPenn_match_list.csv,Chicago,IL,41.8375,-87.6866,8489066.0,4590.3,2024.0,UPenn,East North Central
20.0,UCLA David Geffen School of Medicine/UCLA Medical Center/Olive View,"Los Angeles, CA",Emergency Medicine,UPenn_match_list.csv,Los Angeles,CA,34.1141,-118.4068,11885717.0,3165.8,2024.0,UPenn,Pacific West
22.0,Stanford Health Care-Sponsored Stanford University,"Palo Alto, CA",Emergency Medicine,UPenn_match_list.csv,Palo Alto,CA,37.3905,-122.1468,67231.0,1079.3,2024.0,UPenn,Pacific West
24.0,SUNY Downstate Health Sciences University,"Brooklyn, NY",Emergency Medicine,UPenn_match_list.csv,Brooklyn,NY,40.6501,-73.9496,2736074.0,15200.5,2024.0,UPenn,Middle Atlantic
24.0,SUNY Downstate Health Sciences University,"Brooklyn, NY",Emergency Medicine,UPenn_match_list.csv,Brooklyn,NY,40.6501,-73.9496,2736074.0,15200.5,2024.0,UPenn,Middle Atlantic
26.0,University of North Carolina Hospitals,"Chapel Hill, NC",Emergency Medicine,UPenn_match_list.csv,Chapel Hill,NC,35.9271,-79.0391,59889.0,1067.7,2024.0,UPenn,South Atlantic
31.0,Temple University Hospital,"Philadelphia, PA",Emergency Medicine,UPenn_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,2024.0,UPenn,Middle Atlantic
143.0,Lehigh Valley Health Network,"Bethlehem, PA",Emergency Medicine,UPenn_match_list.csv,Bethlehem,PA,40.6266,-75.3679,77069.0,1556.7,2024.0,UPenn,Middle Atlantic
27.0,University of Pennsylvania Health System,"Philadelphia, PA",Family Medicine,UPenn_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,2024.0,UPenn,Middle Atlantic
114.0,Stanford Health Care-Sponsored Stanford University,"San Jose, CA",Family Medicine,UPenn_match_list.csv,San Jose,CA,37.3012,-121.848,1771563.0,2148.3,2024.0,UPenn,Pacific West
1.0,University of Michigan,"Ann Arbor, MI",General Surgery,UPenn_match_list.csv,Ann Arbor,MI,42.2759,-83.731,314647.0,1651.5,2024.0,UPenn,East North Central
2.0,Mass General Brigham/Massachusetts General Hospital,"Boston, MA",General Surgery,UPenn_match_list.csv,Boston,MA,42.3188,-71.0852,4355184.0,5303.3,2024.0,UPenn,New England
6.0,Mass General Brigham/Brigham and Women's Hospital,"Boston, MA",General Surgery,UPenn_match_list.csv,Boston,MA,42.3188,-71.0852,4355184.0,5303.3,2024.0,UPenn,New England
7.0,University of Pennsylvania Health System,"Philadelphia, PA",General Surgery,UPenn_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,2024.0,UPenn,Middle Atlantic
7.0,University of Pennsylvania Health System,"Philadelphia, PA",General Surgery,UPenn_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,2024.0,UPenn,Middle Atlantic
15.0,UCLA David Geffen School of Medicine/UCLA Medical Center,"Los Angeles, CA",General Surgery,UPenn_match_list.csv,Los Angeles,CA,34.1141,-118.4068,11885717.0,3165.8,2024.0,UPenn,Pacific West
63.0,University of Rochester,"Rochester, NY",General Surgery,UPenn_match_list.csv,Rochester,NY,43.168,-77.6162,694707.0,2264.3,2024.0,UPenn,Middle Atlantic
,NYP Hosp-Weill Cornell Med Ctr-NY,"New York, NY",General Surgery,UPenn_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,2024.0,UPenn,Middle Atlantic
2.0,Johns Hopkins University,"Baltimore, MD",Internal Medicine,UPenn_match_list.csv,Baltimore,MD,39.3051,-76.6144,2189589.0,2753.1,2024.0,UPenn,South Atlantic
3.0,University of California (San Francisco),"San Francisco, CA",Internal Medicine,UPenn_match_list.csv,San Francisco,CA,37.7558,-122.4449,3364862.0,6914.5,2024.0,UPenn,Pacific West
3.0,University of California (San Francisco),"San Francisco, CA",Internal Medicine,UPenn_match_list.csv,San Francisco,CA,37.7558,-122.4449,3364862.0,6914.5,2024.0,UPenn,Pacific West
4.0,Mass General Brigham/Brigham and Women's Hospital,"Boston, MA",Internal Medicine,UPenn_match_list.csv,Boston,MA,42.3188,-71.0852,4355184.0,5303.3,2024.0,UPenn,New England
4.0,Mass General Brigham/Brigham and Women's Hospital,"Boston, MA",Internal Medicine,UPenn_match_list.csv,Boston,MA,42.3188,-71.0852,4355184.0,5303.3,2024.0,UPenn,New England
4.0,Mass General Brigham/Brigham and Women's Hospital,"Boston, MA",Internal Medicine,UPenn_match_list.csv,Boston,MA,42.3188,-71.0852,4355184.0,5303.3,2024.0,UPenn,New England
4.0,Mass General Brigham/Brigham and Women's Hospital,"Boston, MA",Internal Medicine,UPenn_match_list.csv,Boston,MA,42.3188,-71.0852,4355184.0,5303.3,2024.0,UPenn,New England
6.0,Duke University Hospital,"Durham, NC",Internal Medicine,UPenn_match_list.csv,Durham,NC,35.9792,-78.9022,411362.0,953.9,2024.0,UPenn,South Atlantic
7.0,University of Michigan,"Ann Arbor, MI",Internal Medicine,UPenn_match_list.csv,Ann Arbor,MI,42.2759,-83.731,314647.0,1651.5,2024.0,UPenn,East North Central
8.0,University of Pennsylvania Health System,"Philadelphia, PA",Internal Medicine,UPenn_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,2024.0,UPenn,Middle Atlantic
8.0,University of Pennsylvania Health System,"Philadelphia, PA",Internal Medicine,UPenn_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,2024.0,UPenn,Middle Atlantic
8.0,University of Pennsylvania Health System,"Philadelphia, PA",Internal Medicine,UPenn_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,2024.0,UPenn,Middle Atlantic
8.0,University of Pennsylvania Health System,"Philadelphia, PA",Internal Medicine,UPenn_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,2024.0,UPenn,Middle Atlantic
8.0,University of Pennsylvania Health System,"Philadelphia, PA",Internal Medicine,UPenn_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,2024.0,UPenn,Middle Atlantic
8.0,University of Pennsylvania Health System,"Philadelphia, PA",Internal Medicine,UPenn_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,2024.0,UPenn,Middle Atlantic
8.0,University of Pennsylvania Health System,"Philadelphia, PA",Internal Medicine,UPenn_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,2024.0,UPenn,Middle Atlantic
8.0,University of Pennsylvania Health System,"Philadelphia, PA",Internal Medicine,UPenn_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,2024.0,UPenn,Middle Atlantic
8.0,University of Pennsylvania Health System,"Philadelphia, PA",Internal Medicine,UPenn_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,2024.0,UPenn,Middle Atlantic
8.0,University of Pennsylvania Health System,"Philadelphia, PA",Internal Medicine,UPenn_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,2024.0,UPenn,Middle Atlantic
8.0,University of Pennsylvania Health System,"Philadelphia, PA",Internal Medicine,UPenn_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,2024.0,UPenn,Middle Atlantic
14.0,NYU Grossman School of Medicine,"New York, NY",Internal Medicine,UPenn_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,2024.0,UPenn,Middle Atlantic
16.0,McGaw Medical Center of Northwestern University,"Chicago, IL",Internal Medicine,UPenn_match_list.csv,Chicago,IL,41.8375,-87.6866,8489066.0,4590.3,2024.0,UPenn,East North Central
19.0,Stanford Health Care-Sponsored Stanford University,"Stanford, CA",Internal Medicine,UPenn_match_list.csv,Stanford,CA,37.4252,-122.1674,17958.0,2520.9,2024.0,UPenn,Pacific West
21.0,University of Chicago,"Chicago, IL",Internal Medicine,UPenn_match_list.csv,Chicago,IL,41.8375,-87.6866,8489066.0,4590.3,2024.0,UPenn,East North Central
30.0,New York Presbyterian Hospital (Cornell Campus),"New York, NY",Internal Medicine,UPenn_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,2024.0,UPenn,Middle Atlantic
30.0,New York Presbyterian Hospital (Cornell Campus),"New York, NY",Internal Medicine,UPenn_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,2024.0,UPenn,Middle Atlantic
30.0,New York Presbyterian Hospital (Cornell Campus),"New York, NY",Internal Medicine,UPenn_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,2024.0,UPenn,Middle Atlantic
47.0,University of Wisconsin Hospitals and Clinics,"Madison, WI",Internal Medicine,UPenn_match_list.csv,Madison,WI,43.0822,-89.393,460255.0,1280.5,2024.0,UPenn,East North Central
134.0,University of California (San Francisco)/Fresno,"Fresno, CA",Internal Medicine,UPenn_match_list.csv,Fresno,CA,36.783,-119.7939,724547.0,1812.2,2024.0,UPenn,Pacific West
59.0,Mass General Brigham/Brigham and Women's Hospital,"Boston, MA",Interventional Radiology,UPenn_match_list.csv,Boston,MA,42.3188,-71.0852,4355184.0,5303.3,2024.0,UPenn,New England
,Icahn School of Medicine at Mount Sinai,"New York, NY",Medicine/Pediatrics,UPenn_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,2024.0,UPenn,Middle Atlantic
,Johns Hopkins University,"Baltimore, MD",Medicine/Pediatrics,UPenn_match_list.csv,Baltimore,MD,39.3051,-76.6144,2189589.0,2753.1,2024.0,UPenn,South Atlantic
19.0,UCLA David Geffen School of Medicine/UCLA Medical Center,"Los Angeles, CA",Neurological Surgery,UPenn_match_list.csv,Los Angeles,CA,34.1141,-118.4068,11885717.0,3165.8,2024.0,UPenn,Pacific West
21.0,University of Pennsylvania Health System,"Philadelphia, PA",Neurological Surgery,UPenn_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,2024.0,UPenn,Middle Atlantic
9.0,NYU Grossman School of Medicine,"New York, NY",Neurology,UPenn_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,2024.0,UPenn,Middle Atlantic
27.0,UPMC Medical Education (Pittsburgh),"Pittsburgh, PA",Neurology,UPenn_match_list.csv,Pittsburgh,PA,40.4397,-79.9763,1712828.0,2116.9,2024.0,UPenn,Middle Atlantic
14.0,University of Pennsylvania Health System,"Philadelphia, PA",Obstetrics and Gynecology,UPenn_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,2024.0,UPenn,Middle Atlantic
14.0,University of Pennsylvania Health System,"Philadelphia, PA",Obstetrics and Gynecology,UPenn_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,2024.0,UPenn,Middle Atlantic
91.0,Corewell Health â Grand Rapids/Michigan State University,"Grand Rapids, MI",Obstetrics and Gynecology,UPenn_match_list.csv,Grand Rapids,MI,42.9619,-85.6562,611480.0,1705.4,2024.0,UPenn,East North Central
,Scheie Eye Institute Penn Presbyterian,"Philadelphia, PA",Ophthalmology,UPenn_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,2024.0,UPenn,Middle Atlantic
,USC Roski Eye Institute,"Los Angeles, CA",Ophthalmology,UPenn_match_list.csv,Los Angeles,CA,34.1141,-118.4068,11885717.0,3165.8,2024.0,UPenn,Pacific West
,Montefiore Med Ctr/Einstein,"Bronx, NY",Ophthalmology,UPenn_match_list.csv,Bronx,NY,40.8501,-73.8662,1472654.0,13356.3,2024.0,UPenn,Middle Atlantic
,U Michigan Hosps-Ann Arbor,"Ann Arbor, MI",Ophthalmology,UPenn_match_list.csv,Ann Arbor,MI,42.2759,-83.731,314647.0,1651.5,2024.0,UPenn,East North Central
,New York Eye and Ear Infirmary,"New York, NY",Ophthalmology,UPenn_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,2024.0,UPenn,Middle Atlantic
,Duke Univ Med Ctr-NC,"Durham, NC",Ophthalmology,UPenn_match_list.csv,Durham,NC,35.9792,-78.9022,411362.0,953.9,2024.0,UPenn,South Atlantic
,Bascom Palmer Eye Institute/University of Miami,"Miami, FL",Ophthalmology,UPenn_match_list.csv,Miami,FL,25.784,-80.2101,6113982.0,4791.1,2024.0,UPenn,South Atlantic
,Thomas Jefferson Univ-PA,"Philadelphia, PA",Ophthalmology,UPenn_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,2024.0,UPenn,Middle Atlantic
5.0,Mass General Brigham/Massachusetts General Hospital/Brigham and Women's Hospital/Harvard Medical School Pro,"Boston, MA",Orthopaedic Surgery,UPenn_match_list.csv,Boston,MA,42.3188,-71.0852,4355184.0,5303.3,2024.0,UPenn,New England
17.0,University of Pennsylvania Health System,"Philadelphia, PA",Orthopaedic Surgery,UPenn_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,2024.0,UPenn,Middle Atlantic
18.0,Cleveland Clinic Foundation,"Cleveland, OH",Orthopaedic Surgery,UPenn_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,2024.0,UPenn,East North Central
80.0,Rutgers Health/Robert Wood Johnson Medical School,"New Brunswick, NJ",Orthopaedic Surgery,UPenn_match_list.csv,New Brunswick,NJ,40.487,-74.445,55744.0,4113.1,2024.0,UPenn,Middle Atlantic
103.0,University of Oklahoma Health Sciences Center,"Oklahoma City, OK",Orthopaedic Surgery,UPenn_match_list.csv,Oklahoma City,OK,35.4676,-97.5136,1000207.0,438.4,2024.0,UPenn,West South Central
1.0,Vanderbilt University Medical Center,"Nashville, TN",Otolaryngology,UPenn_match_list.csv,Nashville,TN,36.1715,-86.7842,1178679.0,555.6,2024.0,UPenn,East South Central
13.0,UPMC Medical Education (Pittsburgh),"Pittsburgh, PA",Otolaryngology,UPenn_match_list.csv,Pittsburgh,PA,40.4397,-79.9763,1712828.0,2116.9,2024.0,UPenn,Middle Atlantic
20.0,Cleveland Clinic Foundation,"Cleveland, OH",Otolaryngology,UPenn_match_list.csv,Cleveland,OH,41.4764,-81.6805,1679247.0,1825.4,2024.0,UPenn,East North Central
42.0,New York Presbyterian Hospital (Columbia and Cornell Campus),"New York, NY",Otolaryngology,UPenn_match_list.csv,New York,NY,40.6943,-73.9249,18832416.0,10943.7,2024.0,UPenn,Middle Atlantic
7.0,University of Pennsylvania Health System,"Philadelphia, PA",Pathology,UPenn_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,2024.0,UPenn,Middle Atlantic
7.0,University of Pennsylvania Health System,"Philadelphia, PA",Pathology,UPenn_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,2024.0,UPenn,Middle Atlantic
23.0,Yale-New Haven Medical Center,"New Haven, CT",Pathology,UPenn_match_list.csv,New Haven,CT,41.3113,-72.9246,565056.0,2745.3,2024.0,UPenn,New England
1.0,Children's Hospital of Philadelphia,"Philadelphia, PA",Pediatrics,UPenn_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,2024.0,UPenn,Middle Atlantic
1.0,Children's Hospital of Philadelphia,"Philadelphia, PA",Pediatrics,UPenn_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,2024.0,UPenn,Middle Atlantic
5.0,University of Washington,"Seattle, WA",Pediatrics,UPenn_match_list.csv,Seattle,WA,47.6211,-122.3244,3555253.0,3408.0,2024.0,UPenn,Pacific West
8.0,Children's National Hospital,"Washington, DC",Pediatrics,UPenn_match_list.csv,Washington,DC,38.9047,-77.0163,5146120.0,4245.2,2024.0,UPenn,South Atlantic
11.0,McGaw Medical Center of Northwestern University,"Chicago, IL",Pediatrics,UPenn_match_list.csv,Chicago,IL,41.8375,-87.6866,8489066.0,4590.3,2024.0,UPenn,East North Central
11.0,McGaw Medical Center of Northwestern University,"Chicago, IL",Pediatrics,UPenn_match_list.csv,Chicago,IL,41.8375,-87.6866,8489066.0,4590.3,2024.0,UPenn,East North Central
26.0,Washington University/B-JH/SLCH Consortium,"Saint Louis, MO",Pediatrics,UPenn_match_list.csv,Saint Louis,MO,,,,,2024.0,UPenn,West North Central
29.0,Mass General Brigham/Massachusetts General Hospital,"Boston, MA",Pediatrics,UPenn_match_list.csv,Boston,MA,42.3188,-71.0852,4355184.0,5303.3,2024.0,UPenn,New England
,Childrens Hosp-Philadelphia-PA,"Philadelphia, PA",,UPenn_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,2024.0,UPenn,Middle Atlantic
,Childrens Hosp-Philadelphia-PA,"Philadelphia, PA",,UPenn_match_list.csv,Philadelphia,PA,40.0077,-75.1339,5696588.0,4547.5,2024.0,UPenn,Middle Atlantic
